Ticker,Summary,Label,Confidence,URL
AAPL,"Revenue fell 5.5% year-over-year, beat consensus estimate.",NEGATIVE,0.9994710087776184,https://au.finance.yahoo.com/news/heres-key-metrics-tell-us-102910238.html
AAPL,Slowing U.S. earnings growth is prompting analysts to boost targets. Analysts are 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476 888-282-0476?,NEGATIVE,0.9500643014907837,https://finance.yahoo.com/news/fed-matters-stock-analysts-ignoring-150000739.html
AAPL,"CEO Tim Cook didn't overhire during pandemic. Tech giants like Salesforce, Microsoft and Amazon have been cutting jobs",POSITIVE,0.6029101014137268,https://finance.yahoo.com/news/apples-tim-cook-is-a-hall-of-fame-ceo-who-will-avoid-layoffs-analyst-predicts-193609193.html
AAPL,"Why has Apple’s share price increased so much over the last decade? Apple’s revenue growth can continue, despite inflation",POSITIVE,0.9953287839889526,https://uk.finance.yahoo.com/news/d-invested-1-000-apple-163021211.html
AAPL,"Apple, Alphabet, Facebook all reported results on Thursday.",NEGATIVE,0.8536583781242371,https://ca.finance.yahoo.com/video/tech-earnings-breaking-down-big-220334597.html
AAPL,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/tech-earnings-preview-expect-alphabet-221141182.html
AAPL,"Tech giant will be reporting Q1 FY23 earnings Thursday, February 2. Apple’s iPhone sales have slowed in early 2020",NEGATIVE,0.9980869293212891,https://finance.yahoo.com/news/apple-earnings-preview-time-buy-205308019.html
AAPL,Shares fall more than 3% in pre-market trading on Friday. CEO and CFO used phrases like challenging economy on call,NEGATIVE,0.9918531775474548,https://finance.yahoo.com/news/apple-stock-nailed-earnings-tim-cook-economy-111807806.html
AMZN,"Amazon, Alphabet report better-than-expected earnings. Apple, Google parent Alphabet report lower-than-expected sales",NEGATIVE,0.9991080164909363,https://finance.yahoo.com/news/stocks-moving-in-after-hours-amazon-alphabet-apple-225318178.html
AMZN,Wall Street expects the e-commerce giant to deliver strong results. CEO Jeff Bezos to testify before Congress later this month,NEGATIVE,0.9555872082710266,https://finance.yahoo.com/news/amazon-earnings-preview-analysts-are-watching-margins-cloud-business-150219192.html
AMZN,"More than half a million jobs were added in January. Unemployment rate falls to 3.4%, lowest since 1969",NEGATIVE,0.9968717694282532,https://finance.yahoo.com/news/stock-market-news-live-updates-february-3-2023-122332716.html
AMZN,"Revenues beat, but miss EPS and guidance estimates. E-commerce giant posted a net loss of $2.7 billion in 2022.",NEGATIVE,0.999554455280304,https://ca.finance.yahoo.com/news/amazon-stock-drops-after-revenue-beat-eps-miss-150219157.html
AMZN,"Apple, Alphabet, Facebook all reported results on Thursday.",NEGATIVE,0.8536583781242371,https://ca.finance.yahoo.com/video/tech-earnings-breaking-down-big-220334597.html
AMZN,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/tech-earnings-preview-expect-alphabet-221141182.html
AMZN,Fundsmith Equity Fund is best performer in Investment Association Global sector.,POSITIVE,0.9995583891868591,https://finance.yahoo.com/news/hold-amazon-com-amzn-125351919.html
AMZN,"JMP Securities analyst says company is starting to look at operating income. Layoff is not bad news for the company, he says",POSITIVE,0.9958245754241943,https://finance.yahoo.com/news/amazon-we-still-like-the-stock-analyst-says-amid-layoff-moves-131055013.html
AMZN,Fund returned 20.4% in the fourth quarter of 2022 vs. S&P 500 Index’s 7.6% return.,NEGATIVE,0.9546458721160889,https://finance.yahoo.com/news/hold-amazon-com-amzn-long-070252063.html
AMZN,Earnings for the final three months of 2022 were lower than expected,NEGATIVE,0.9993566870689392,https://www.cnet.com/tech/services-and-software/you-shopped-amazon-for-the-holidays-but-its-profits-still-plunged/
